Alias_3,Gene_name,Alias_1,Alias_2,Rule
b2066,Udk,udk,udk,(NOT ((thym_e > 0) OR (csn_e > 0) OR (ura_e > 0)))
b2087,GatR_1,gatr_1,gatR_1,(NOT (galt_e > 0))
b2090,GatR_2,gatr_2,gatR_2,(NOT (galt_e > 0))
b2091,GatD,gatd,gatD,(NOT (b2090))
b2092,GatC,gatc,gatC,(NOT (b2090))
b2093,GatB,gatb,gatB,(NOT (b2090))
b2094,GatA,gata,gatA,(NOT (b2090))
b2095,GatZ,gatz,gatZ,(NOT (b2090))
b2096,GatY,gaty,gatY,(NOT (b2090))
b2097,FbaB,fbab,fbaB,((pyr_e > 0) OR (lac_DASH_D_e > 0) AND NOT(glc_DASH_D_e > 0))
b2103,ThiD,thid,thiD,TRUE
b2104,ThiM,thim,thiM,TRUE
b2128,YehW,yehw,yehW,TRUE
b2129,YehX,yehx,yehX,TRUE
b2130,YehY,yehy,yehY,TRUE
b2131,YehZ,yehz,yehZ,TRUE
b2132,BglX,bglx,bglX,TRUE
b2133,Dld,dld,dld,TRUE
b2143,Cdd,cdd,cdd,(b3357 AND NOT (b3934))
b2148,MglC,mglc,mglC,(b3357 AND NOT (b2151))
b2149,MglA,mgla,mglA,(b3357 AND NOT (b2151))
b2150,MglB,mglb,mglB,(b3357 AND NOT (b2151))
b2151,GalS,gals,galS,( NOT ( lcts_e > 0 ) OR NOT (gal_e > 0) )
b2153,FolE,fole,folE,TRUE
b2156,LysP,lysp,lysP,TRUE
b2167,FruA,frua,fruA,(NOT (b0080))
b2168,FruK,fruk,fruK,(NOT (b0080))
b2169,FruB,frub,fruB,(NOT (b0080))
b2210,Mqo,mqo,mqo,(NOT b4401)
b2219,AtoS,atos,atoS,(acac_e > 0)
b2220,AtoC,atoc,atoC,(b2219)
b2221,AtoD,atod,atoD,(b2220)
b2222,AtoA,atoa,atoA,(b2220)
b2223,AtoE,atoe,atoE,(b2220)
b2224,AtoB,atob,atoB,(b2220)
b2232,UbiG,ubig,ubiG,((o2_e > 0) AND b3357)
b2234,NrdA,nrda,nrdA,(NOT (b4401))
b2235,NrdB,nrdb,nrdB,(NOT (b4401))
b2239,GlpQ,glpq,glpQ,((NOT b3423 OR b1334) AND b3357)
b2240,GlpT,glpt,glpT,(NOT (b3423) AND b3357)
b2241,GlpA,glpa,glpA,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0))) AND (b1334 OR b4401) AND (NOT(b3423)))
b2242,GlpB,glpb,glpB,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0))) AND (b1334 OR b4401) AND (NOT(b3423)))
b2243,GlpC,glpc,glpC,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0))) AND (b1334 OR b4401) AND (NOT(b3423)))
b2260,MenE,mene,menE,TRUE
b2261,MenC,menc,menC,TRUE
b2262,MenB,menb,menB,TRUE
b2264,MenD,mend,menD,TRUE
b2265,MenF,menf,menF,TRUE
b2276,NuoN,nuon,nuoN,(NOT (b4401 OR b1334) OR b1221)
b2277,NuoM,nuom,nuoM,(NOT (b4401 OR b1334) OR b1221)
b2278,NuoL,nuol,nuoL,(NOT (b4401 OR b1334) OR b1221)
b2279,NuoK,nuok,nuoK,(NOT (b4401 OR b1334) OR b1221)
b2280,NuoJ,nuoj,nuoJ,(NOT (b4401 OR b1334) OR b1221)
b2281,NuoI,nuoi,nuoI,(NOT (b4401 OR b1334) OR b1221)
b2282,NuoH,nuoh,nuoH,(NOT (b4401 OR b1334) OR b1221)
b2283,NuoG,nuog,nuoG,(NOT (b4401 OR b1334) OR b1221)
b2284,NuoF,nuof,nuoF,(NOT (b4401 OR b1334) OR b1221)
b2285,NuoE,nuoe,nuoE,(NOT (b4401 OR b1334) OR b1221)
b2286,NuoC,nuoc,nuoC,(NOT (b4401 OR b1334) OR b1221)
b2287,NuoB,nuob,nuoB,(NOT (b4401 OR b1334) OR b1221)
b2288,NuoA,nuoa,nuoA,(NOT (b4401 OR b1334) OR b1221)
b2296,AckA,acka,ackA,TRUE
b2297,Pta,pta,pta,TRUE
b2306,HisP,hisp,hisP,(NOT (lys_DASH_L_e > 0))
b2307,HisM,hism,hisM,(NOT (lys_DASH_L_e > 0))
b2308,HisQ,hisq,hisQ,(NOT (lys_DASH_L_e > 0))
b2309,HisJ,hisj,hisJ,(NOT (lys_DASH_L_e > 0))
b2310,ArgT,argt,argT,(NOT (lys_DASH_L_e > 0))
b2311,UbiX,ubix,ubiX,(NOT (b1658))
b2312,PurF,purf,purF,(NOT (b1658))
b2315,FolC,folc,folC,TRUE
b2316,AccD,accd,accD,TRUE
b2320,PdxB,pdxb,pdxB,TRUE
b2323,FabB,fabb,fabB,(NOT(Stringent) OR b3912 OR b2573 OR ( NOT (ttdca_e > 0 OR hdca_e > 0 OR ocdca_e > 0) ))
b2329,AroC,aroc,aroC,TRUE
b2344,FadL,fadl,fadL,((NOT (b3357 OR b1187 OR b3405)))
b2364,DsdC,dsdc,dsdC,(ser_DASH_D_e > 0)
b2366,DsdA,dsda,dsdA,((b3357 AND b2364) OR  b2364)
b2378,LpxP,lpxp,lpxP,TRUE
b2388,Glk,glk,glk,TRUE
b2393,NupC,nupc,nupC,(b3357 OR NOT (b3934))
b2400,GltX,gltx,gltX,TRUE
b2405,XapR,xapr,xapR,(xtsn_e > 0)
b2406,XapB,xapb,xapB,(b2405)
b2407,XapA,xapa,xapA,(b2405)
b2411,Lig,lig,lig,TRUE
b2413,CysZ,cysz,cysZ,(b1275)
b2414,CysK,cysk,cysK,(b1275)
b2415,PtsH,ptsh,ptsH,(ON)
b2416,PtsI,ptsi,ptsI,(ON)
b2417,Crr,crr,crr,(ON)
b2418,PdxK,pdxk,pdxK,TRUE
b2421,CysM,cysm,cysM,(b1275)
b2422,CysA,cysa,cysA,(b1275)
b2423,CysW,cysw,cysW,(b1275)
b2424,CysU,cysu,cysU,(b1275)
b2425,CysP,cysp,cysP,(b1275)
b2429,YfeV,yfev,yfeV,TRUE
b2436,HemF,hemf,hemF,TRUE
b2440,EutC,eutc,eutC,TRUE
b2441,EutB,eutb,eutB,TRUE
b2458,EutD,eutd,eutD,TRUE
b2463,MaeB,maeb,maeB,TRUE
b2464,TalA,tala,talA,TRUE
b2465,TktB,tktb,tktB,TRUE
b2472,DapE,dape,dapE,TRUE
b2476,PurC,purc,purC,(NOT (b1658))
b2478,DapA,dapa,dapA,TRUE
b2479,GcvR,gcvr,gcvR,(NOT (gly_e > 0))
b2492,FocB,focb,focB,(b4401 OR b1334 AND (b3357 OR NOT (b1221)))
b2497,UraA,uraa,uraA,TRUE
b2498,Upp,upp,upp,TRUE
b2499,PurM,purm,purM,(NOT (b1658))
b2500,PurN,purn,purN,(NOT (b1658))
b2507,GuaA,guaa,guaA,(NOT (b1658 AND b3357))
b2508,GuaB,guab,guaB,(NOT (b1658 AND b3357))
b2515,GcpE,gcpe,gcpE,TRUE
b2518,Ndk,ndk,ndk,TRUE
b2530,IscS,iscs,iscS,TRUE
b2533,SuhB,suhb,suhB,TRUE
b2536,HcaT,hcat,hcaT,TRUE
b2537,HcaR,hcar,hcaR,(pppn_e > 0)
b2538,HcaE,hcae,hcaE,(b2537 AND (NOT(LBMedia) ))
b2539,HcaF,hcaf,hcaF,(b2537 AND (NOT(LBMedia) ))
b2540,HcaC,hcac,hcaC,(b2537 AND (NOT(LBMedia) ))
b2541,HcaB,hcab,hcaB,(b2537 AND (NOT(LBMedia) ))
b2542,HcaD,hcad,hcaD,(b2537 AND (NOT(LBMedia) ))
b2551,GlyA,glya,glyA,(NOT (gly_e > 0) OR b3828 OR NOT (b1658))
b2553,GlnB,glnb,glnB,(b0889)
b2557,PurL,purl,purL,(NOT (b1658))
b2563,AcpS,acps,acpS,TRUE
b2564,PdxJ,pdxj,pdxJ,(b2573)
b2573,RpoE,rpoe,rpoE,(heat-shock)
b2574,NadB,nadb,nadB,(NOT (b4390))
b2585,PssA,pssa,pssA,TRUE
b2587,KgtP,kgtp,kgtP,TRUE
b2599,PheA,phea,pheA,(NOT (phe_DASH_L_e > 0) )
b2600,TyrA,tyra,tyrA,( NOT(( (phe_DASH_L_e > 10) OR (tyr_DASH_L_e > 0) ) AND b1323 ))
b2601,AroF,arof,aroF,( NOT(( (phe_DASH_L_e > 10) OR (tyr_DASH_L_e > 0) ) AND b1323 ))
b2615,YfjB,yfjb,yfjB,TRUE
b2661,GabD,gabd,gabD,TRUE
b2662,GabT,gabt,gabT,TRUE
b2663,GabP,gabp,gabP,TRUE
b2675,NrdE,nrde,nrdE,TRUE
b2676,NrdF,nrdf,nrdF,TRUE
b2677,ProV,prov,proV,TRUE
b2678,ProW,prow,proW,TRUE
b2679,ProX,prox,proX,TRUE
b2687,LuxS,luxs,luxS,TRUE
b2688,GshA,gsha,gshA,TRUE
b2690,YqaB,yqab,yqaB,TRUE
b2702,SrlA,srla,srlA,((NOT b2707) AND (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0))))
b2703,SrlE,srle,srlE,((NOT b2707) AND (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0))))
b2704,SrlB,srlb,srlB,((NOT b2707) AND (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0))))
b2705,SrlD,srld,srlD,(b2706 AND (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0))))
b2706,GutM,gutm,gutM,(ON)
b2707,SrlR,srlr,srlR,(NOT (sbt_DASH_D_e > 0))
b2719,HycG,hycg,hycG,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2720,HycF,hycf,hycF,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2721,HycE,hyce,hycE,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2722,HycD,hycd,hycD,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2723,HycC,hycc,hycC,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2724,HycB,hycb,hycB,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2731,FhlA,fhla,fhlA,((NOT (o2_e > 0)) AND (NOT (no3_e > 0)) AND (NOT (no2_e > 0)) AND (NOT (tmao_e > 0)) AND (NOT (dmso_e > 0)) AND (for_e > 0))
b2738,YgbL,ygbl,ygbL,TRUE
b2741,RpoS,rpos,rpoS,(NOT (BiomassEcoli > 0))
b2746,IspF,ispf,ispF,TRUE
b2747,IspD,ispd,ispD,TRUE
b2750,CysC,cysc,cysC,(b1275)
b2751,CysN,cysn,cysN,(b1275)
b2752,CysD,cysd,cysD,(b1275)
b2762,CysH,cysh,cysH,(b1275)
b2763,CysI,cysi,cysI,(b1275)
b2764,CysJ,cysj,cysJ,(b1275)
b2779,Eno,eno,eno,TRUE
b2780,PyrG,pyrg,pyrG,TRUE
b2781,MazG,mazg,mazG,TRUE
b2787,GudD,gudd,gudD,(b0162)
b2788,YgcY,ygcy,ygcY,TRUE
b2789,GudP,gudp,gudP,TRUE
b2796,SdaC,sdac,sdaC,(b3357 OR (NOT (b0889) AND (leu_DASH_L_e > 0) AND b3357))
b2797,SdaB,sdab,sdaB,(ON)
b2799,FucO,fuco,fucO,(((((b2805) OR (rmn_e > 0)) AND (NOT (o2_e > 0))) AND b3357) OR (((b2805) OR (rmn_e > 0)) AND (NOT (o2_e > 0))))
b2800,FucA,fuca,fucA,((b2805 AND b3357) OR b2805)
b2801,FucP,fucp,fucP,((b2805 AND b3357) OR b2805)
b2802,FucI,fuci,fucI,((b2805 AND b3357) OR b2805)
b2803,FucK,fuck,fucK,((b2805 AND b3357) OR b2805)
b2805,FucR,fucr,fucR,(fuc_DASH_L_e > 0) 
b2808,GcvA,gcva,gcvA,(NOT b2479)
b2818,ArgA,arga,argA,(NOT b3237)
b2827,ThyA,thya,thyA,TRUE
b2836,Aas,aas,aas,TRUE
b2837,GalR,galr,galR,( NOT ( lcts_e > 0 ) OR NOT (gal_e > 0) )
b2838,LysA,lysa,lysA,(b2839 AND NOT lys_DASH_L_e > 0) 
b2839,LysR,lysr,lysR,(NOT (lys_DASH_L_e > 0))
b2841,AraE,arae,araE,(b3357)
b2874,YqeA,yqea,yqeA,TRUE
b2883,YgfP,ygfp,ygfP,TRUE
b2889,Idi,idi,idi,TRUE
b2901,BglA,bgla,bglA,TRUE
b2903,GcvP,gcvp,gcvP,((b3261 AND NOT b0113) AND ((NOT(b2479) AND b2808) OR b0889 OR NOT b1658))
b2904,GcvH,gcvh,gcvH,((b3261 AND NOT b0113) AND ((NOT(b2479) AND b2808) OR b0889 OR NOT b1658))
b2905,GcvT,gcvt,gcvT,((b3261 AND NOT b0113) AND ((NOT(b2479) AND b2808) OR b0889 OR NOT b1658))
b2907,UbiH,ubih,ubiH,TRUE
b2913,SerA,sera,serA,TRUE
b2914,RpiA,rpia,rpiA,TRUE
b2917,Sbm,sbm,sbm,TRUE
b2919,YgfG,ygfg,ygfG,TRUE
b2920,YgfH,ygfh,ygfH,TRUE
b2925,FbaA,fbaa,fbaA,TRUE
b2926,Pgk,pgk,pgk,(ON)
b2927,Epd,epd,epd,(b3357)
b2935,TktA,tkta,tktA,TRUE
b2937,SpeB,speb,speB,TRUE
b2938,SpeA,spea,speA,(NOT (b1658))
b2942,MetK,metk,metK,TRUE
b2943,GalP,galp,galP,((NOT (b2837)) OR (b2151) AND (b3357 OR NOT (b3357)))
b2947,GshB,gshb,gshB,TRUE
b2957,AnsB,ansb,ansB,(b1334 AND b3357)
b2964,NupG,nupg,nupG,(b3357 OR NOT (b3934) OR NOT (b0840))
b2965,SpeC,spec,speC,(NOT (b3357))
b2975,GlcA,glca,glcA,(NOT b4401 AND b2980)
b2976,GlcB,glcb,glcB,(NOT (b4401) AND (b2980))
b2978,GlcF,glcf,glcF,TRUE
b2979,GlcD,glcd,glcD,TRUE
b2980,GlcC,glcc,glcC,((ac_e > 0) OR (glyclt_e > 0))
b2987, pitB,pitb, pitB,(NOT (b0399))
b2988,Gsp,gsp,gsp,TRUE
b2994,HybC,hybc,hybC,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b2997,HybO,hybo,hybO,(b2731 AND b3202 AND (NOT (o2_e > 0)))
b3008,MetC,metc,metC,(NOT b3938)
b3012,YqhE,yqhe,yqhE,TRUE
b3018,PlsC,plsc,plsC,TRUE
b3041,RibB,ribb,ribB,TRUE
b3052,RfaE,rfae,rfaE,TRUE
b3058,FolB,folb,folB,TRUE
b3061,TtdA,ttda,ttdA,(NOT(o2_e > 0) AND (tartr_DASH_L_e > 0))
b3062,TtdB,ttdb,ttdB,(NOT(o2_e > 0) AND (tartr_DASH_L_e > 0))
b3063,YgjE,ygje,ygjE,TRUE
b3073,YgjG,ygjg,ygjG,TRUE
b3089,SstT,sstt,sstT,TRUE
b3091,UxaA,uxaa,uxaA,(NOT b3094)
b3092,UxaC,uxac,uxaC,(NOT b3094)
b3093,ExuT,exut,exuT,(NOT b3094)
b3094,ExuR,exur,exuR,(NOT(GUI1 > 0) AND NOT(GUI2 > 0) AND NOT(MANAO > 0) AND NOT(TAGURr > 0))
b3111,TdcGa,tdcga,tdcGa,(b3357 OR NOT(o2_e > 0))
b3112,TdcGb,tdcgb,tdcGb,(b3357 OR NOT(o2_e > 0))
b3114,TdcE,tdce,tdcE,(b3357 OR b1334 OR b2839 OR b3118 OR NOT b3119)
b3115,TdcD,tdcd,tdcD,(b3357 OR b1334 OR b2839 OR b3118 OR NOT b3119)
b3116,TdcC,tdcc,tdcC,(b3357 OR b1334 OR b2839 OR b3118 OR NOT b3119)
b3117,TdcB,tdcb,tdcB,(b3357 OR b1334 OR b2839 OR b3118 OR NOT b3119)
b3118,TdcA,tdca,tdcA,((thr_DASH_L_e > 0) AND (ser_DASH_L_e > 0) AND (val_DASH_L_e > 0) AND (ile_DASH_L_e > 0) AND NOT (o2_e > 0))
b3119,TdcR,tdcr,tdcR,((thr_DASH_L_e > 0) AND (ser_DASH_L_e > 0) AND (val_DASH_L_e > 0) AND (ile_DASH_L_e > 0) AND NOT (o2_e > 0))
b3124,GarK,gark,garK,(b0162)
b3125,GarR,garr,garR,(b0162)
b3126,GarL,garl,garL,(b0162)
b3127,GarP,garp,garP,TRUE
b3128,GarD,gard,garD,(b0162)
b3132,AgaZ,agaz,agaZ,TRUE
b3137,AgaY,agay,agaY,TRUE
b3161,Mtr,mtr,mtr,(NOT b4393 OR (b1323 AND ((phe_DASH_L_e > 0) OR (tyr_DASH_L_e > 0))))
b3172,ArgG,argg,argG,TRUE
b3176,MrsA,mrsa,mrsA,TRUE
b3177,FolP,folp,folP,TRUE
b3187,IspB,ispb,ispB,TRUE
b3189,MurA,mura,murA,TRUE
b3202,RpoN,rpon,rpoN,(ON)
b3212,GltB,gltb,gltB,( (b0889 AND NOT (leu_DASH_L_e > 0)) OR NOT(((b3868 AND b2553 AND b0167) AND b3202) AND ((glu_DASH_L_e > 0) OR (arg_DASH_L_e > 0) OR (asp_DASH_L_e > 0) OR (his_DASH_L_e > 0) OR (pro_DASH_L_e > 0) )))
b3213,GltD,gltd,gltD,( (b0889 AND NOT (leu_DASH_L_e > 0)) OR NOT(((b3868 AND b2553 AND b0167) AND b3202) AND ((glu_DASH_L_e > 0) OR (arg_DASH_L_e > 0) OR (asp_DASH_L_e > 0) OR (his_DASH_L_e > 0) OR (pro_DASH_L_e > 0) )))
b3222,NanK,nank,nanK,TRUE
b3223,NanE,nane,nanE,TRUE
b3224,NanT,nant,nanT,TRUE
b3225,NanA,nana,nanA,TRUE
b3236,Mdh,mdh,mdh,(NOT(b4401))
b3237,ArgR,argr,argR,(arg_DASH_L_e > 0)
b3255,AccB,accb,accB,TRUE
b3256,AccC,accc,accC,TRUE
b3258,PanF,panf,panF,TRUE
b3261,Fis,fis,fis,(BiomassEcoli > 0)
b3265,AcrE,acre,acrE,TRUE
b3266,AcrF,acrf,acrF,TRUE
b3281,AroE,aroe,aroE,TRUE
b3357,Crp,crp,crp,( (NOT((glcn_e > 0) OR (glc_DASH_D_e > 0))) )
b3359,ArgD,argd,argD,(NOT b3237)
b3360,PabA,paba,pabA,TRUE
b3365,NirB,nirb,nirB,(b1334 AND b1221)
b3366,NirD,nird,nirD,(b1334 AND b1221)
b3367,NirC,nirc,nirC,(b1334 AND b1221)
b3368,CysG,cysg,cysG,(b1334 OR b1221)
b3380,YhfW,yhfw,yhfW,TRUE
b3385,Gph,gph,gph,TRUE
b3386,Rpe,rpe,rpe,TRUE
b3389,AroB,arob,aroB,TRUE
b3390,AroK,arok,aroK,TRUE
b3403,PckA,pcka,pckA,TRUE
b3405,OmpR,ompr,ompR,(high-osmolarity)
b3409,FeoB,feob,feoB,TRUE
b3415,GntT,gntt,gntT,(NOT (b3438) AND (glcn_e > 0))
b3416,MalQ,malq,malQ,(b3418)
b3417,MalP,malp,malP,(b3418)
b3418,MalT,malt,malT,((malt_e > 0) OR (malttr_e > 0) OR (maltttr_e > 0) OR (malthx_e > 0) OR (maltpt_e > 0))
b3423,GlpR,glpr,glpR,( NOT ( glyc_e > 0 ) )
b3425,GlpE,glpe,glpE,(b3357)
b3426,GlpD,glpd,glpD,((NOT((glcn_e > 0) OR (glc_DASH_D_e > 0) OR (arab_DASH_L_e > 0) OR (xyl_DASH_D_e > 0) OR (rib_DASH_D_e > 0) OR (mal_DASH_L_e > 0) OR (glyc_e > 0) OR (sbt_DASH_D_e > 0) OR (lac_DASH_D_e > 0))) AND (NOT(b4401 OR b3423)))
b3428,GlgP,glgp,glgP,(b3357)
b3429,GlgA,glga,glgA,TRUE
b3430,GlgC,glgc,glgC,TRUE
b3433,Asd,asd,asd,TRUE
b3437,GntK,gntk,gntK,(NOT (b3438) AND (glcn_e > 0))
b3438,GntR,gntr,gntR,(NOT (glcn_e > 0))
b3450,UgpC,ugpc,ugpC,(b3357 OR b0399)
b3451,UgpE,ugpe,ugpE,(b3357 OR b0399)
